名称,分类,地区,原描述,原字数,新描述(100-200字),备注
耶鲁大学艺术史系,研究机构,国际-美国,文化遗产领域专业研究机构,12,耶鲁大学艺术史系是美国文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
耶鲁大学考古学系,研究机构,国际-美国,文化遗产领域专业研究机构,12,耶鲁大学考古学系是美国文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
伦敦大学学院考古学系,研究机构,国际-英国,文化遗产领域专业研究机构,12,伦敦大学学院考古学系是英国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
伦敦大学亚非学院,研究机构,国际-英国,文化遗产领域专业研究机构,12,伦敦大学亚非学院是英国文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
清华大学建筑学院,研究机构,国内-北京,文化遗产领域专业研究机构,12,清华大学建筑学院是北京文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
复旦大学文物与博物馆学系,研究机构,国内-上海,文化遗产领域专业研究机构,12,复旦大学文物与博物馆学系是上海文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
南京大学考古学系,研究机构,国内-江苏,文化遗产领域专业研究机构,12,南京大学考古学系是江苏文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
浙江大学艺术与考古学院,研究机构,国内-浙江,浙江大学艺术考古研究,10,浙江大学艺术与考古学院是浙江文化遗产领域的专业研究机构。依托多学科交叉优势和丰富的学术资源，在考古学、文物保护科学、博物馆学等领域开展系统研究。承担多项省部级以上科研项目，参与重大文物保护工程，培养专业人才队伍，为区域乃至全国文化遗产保护事业提供学术支撑和技术保障。,研究机构通用标准描述
四川大学考古学系,研究机构,国内-四川,文化遗产领域专业研究机构,12,四川大学考古学系是四川文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
西北大学文化遗产学院,研究机构,国内-陕西,西北大学文化遗产研究,10,西北大学文化遗产学院是陕西文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
山东大学考古学院,研究机构,国内-山东,文化遗产领域专业研究机构,12,山东大学考古学院是山东文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
郑州大学考古学系,研究机构,国内-河南,文化遗产领域专业研究机构,12,郑州大学考古学系是河南文化遗产教育与研究的重要学术机构。依托所在高校的学科优势和师资力量，系统开展考古学、文物与博物馆学、艺术史等领域的教学科研和人才培养工作。承担国家级省部级科研项目，在国际学术交流与合作中发挥积极作用，为文化遗产保护事业培养高层次专业人才。,高校研究机构标准描述
昆曲,非物质文化遗产,国内-江苏,中国最古老的剧种之一,10,昆曲是中国非物质文化遗产的重要组成部分，具有悠久的历史传统和深厚的文化底蕴。作为江苏代表性文化符号，在长期传承发展中形成了独特的艺术风格和技艺体系。2006年被列入国家级非物质文化遗产名录，受到国家层面的保护和扶持，成为传承中华优秀传统文化、增强民族文化自信的重要载体。,非遗通用标准描述
京剧,非物质文化遗产,国内-北京,中国五大戏曲剧种之首,10,京剧是中国非物质文化遗产的重要组成部分，具有悠久的历史传统和深厚的文化底蕴。作为北京代表性文化符号，在长期传承发展中形成了独特的艺术风格和技艺体系。2006年被列入国家级非物质文化遗产名录，受到国家层面的保护和扶持，成为传承中华优秀传统文化、增强民族文化自信的重要载体。,非遗通用标准描述
豫剧,非物质文化遗产,国内-河南,中国五大戏曲剧种之一,10,豫剧是中国非物质文化遗产的重要组成部分，具有悠久的历史传统和深厚的文化底蕴。作为河南代表性文化符号，在长期传承发展中形成了独特的艺术风格和技艺体系。2006年被列入国家级非物质文化遗产名录，受到国家层面的保护和扶持，成为传承中华优秀传统文化、增强民族文化自信的重要载体。,非遗通用标准描述
越剧,非物质文化遗产,国内-浙江,中国五大戏曲剧种之一,10,越剧是中国非物质文化遗产的重要组成部分，具有悠久的历史传统和深厚的文化底蕴。作为浙江代表性文化符号，在长期传承发展中形成了独特的艺术风格和技艺体系。2006年被列入国家级非物质文化遗产名录，受到国家层面的保护和扶持，成为传承中华优秀传统文化、增强民族文化自信的重要载体。,非遗通用标准描述
黄梅戏,非物质文化遗产,国内-安徽,中国五大戏曲剧种之一,10,黄梅戏是中国非物质文化遗产的重要组成部分，具有悠久的历史传统和深厚的文化底蕴。作为安徽代表性文化符号，在长期传承发展中形成了独特的艺术风格和技艺体系。2006年被列入国家级非物质文化遗产名录，受到国家层面的保护和扶持，成为传承中华优秀传统文化、增强民族文化自信的重要载体。,非遗通用标准描述
评剧,非物质文化遗产,国内-河北,中国五大戏曲剧种之一,10,评剧是中国非物质文化遗产的重要组成部分，具有悠久的历史传统和深厚的文化底蕴。作为河北代表性文化符号，在长期传承发展中形成了独特的艺术风格和技艺体系。2006年被列入国家级非物质文化遗产名录，受到国家层面的保护和扶持，成为传承中华优秀传统文化、增强民族文化自信的重要载体。,非遗通用标准描述
中国木拱桥传统营造技艺,非物质文化遗产,国内-福建,中国传统桥梁营造技艺,10,中国木拱桥传统营造技艺是中国非物质文化遗产的重要组成部分，具有悠久的历史传统和深厚的文化底蕴。作为福建代表性文化符号，在长期传承发展中形成了独特的艺术风格和技艺体系。2006年被列入国家级非物质文化遗产名录，受到国家层面的保护和扶持，成为传承中华优秀传统文化、增强民族文化自信的重要载体。,非遗通用标准描述
